item_id,order_id,product_id,quantity,unit_price,discount_pct,line_total
I002619,O01269,P053,1,2110.0,5,2004.5
I002620,O01269,P004,1,10490.0,10,9441.0
I002621,O01270,P045,1,4700.0,10,4230.0
I002622,O01270,P035,1,580.0,5,551.0
I002623,O01270,P065,1,4820.0,0,4820.0
I002624,O01271,P024,1,13040.0,10,11736.0
I002625,O01271,P064,1,4670.0,5,4436.5
I002626,O01271,P057,2,2740.0,0,5480.0
I002627,O01272,P069,3,200.0,10,540.0
I002628,O01273,P039,3,280.0,20,672.0
I002629,O01274,P032,3,220.0,0,660.0
I002630,O01274,P046,1,11290.0,0,11290.0
I002631,O01274,P051,2,540.0,10,972.0
I002632,O01274,P020,1,2750.0,0,2750.0
I002633,O01275,P057,1,2740.0,15,2329.0
I002634,O01276,P036,1,760.0,20,608.0
I002635,O01276,P019,2,490.0,20,784.0
I002636,O01276,P044,1,10800.0,0,10800.0
I002637,O01276,P010,1,13590.0,10,12231.0
I002638,O01277,P056,1,2020.0,15,1717.0
I002639,O01277,P063,2,1260.0,5,2394.0
I002640,O01278,P043,1,8050.0,5,7647.5
I002641,O01279,P032,1,220.0,10,198.0
I002642,O01279,P045,2,4700.0,5,8930.0
I002643,O01279,P043,2,8050.0,0,16100.0
I002644,O01279,P024,1,13040.0,0,13040.0
I002645,O01279,P067,1,360.0,5,342.0
I002646,O01280,P032,1,220.0,0,220.0
I002647,O01280,P053,2,2110.0,0,4220.0
I002648,O01281,P066,1,2310.0,5,2194.5
I002649,O01281,P017,1,2040.0,0,2040.0
I002650,O01281,P028,1,6340.0,20,5072.0
I002651,O01282,P061,2,4830.0,10,8694.0
I002652,O01282,P047,1,9730.0,5,9243.5
I002653,O01282,P001,1,21200.0,0,21200.0
I002654,O01283,P029,1,7290.0,0,7290.0
I002655,O01283,P002,1,30040.0,0,30040.0
I002656,O01283,P027,1,2530.0,5,2403.5
I002657,O01283,P010,1,13590.0,5,12910.5
I002658,O01283,P039,1,280.0,0,280.0
I002659,O01284,P014,1,960.0,0,960.0
I002660,O01285,P026,1,1340.0,0,1340.0
I002661,O01285,P043,1,8050.0,0,8050.0
I002662,O01285,P034,2,680.0,0,1360.0
I002663,O01285,P002,1,30040.0,15,25534.0
I002664,O01286,P027,2,2530.0,15,4301.0
I002665,O01286,P067,1,360.0,10,324.0
I002666,O01286,P059,3,3330.0,15,8491.5
I002667,O01287,P038,1,650.0,20,520.0
I002668,O01288,P011,1,1670.0,0,1670.0
I002669,O01288,P029,1,7290.0,20,5832.0
I002670,O01289,P034,1,680.0,5,646.0
I002671,O01289,P036,1,760.0,5,722.0
I002672,O01290,P048,1,1950.0,15,1657.5
I002673,O01291,P025,2,300.0,0,600.0
I002674,O01292,P037,2,240.0,5,456.0
I002675,O01292,P006,2,59220.0,15,100674.0
I002676,O01293,P020,1,2750.0,0,2750.0
I002677,O01294,P043,1,8050.0,5,7647.5
I002678,O01294,P034,1,680.0,10,612.0
I002679,O01294,P024,2,13040.0,10,23472.0
I002680,O01294,P010,1,13590.0,10,12231.0
I002681,O01294,P004,1,10490.0,0,10490.0
I002682,O01295,P054,1,1370.0,10,1233.0
I002683,O01296,P045,1,4700.0,0,4700.0
I002684,O01296,P048,1,1950.0,0,1950.0
I002685,O01296,P003,1,38100.0,20,30480.0
I002686,O01297,P035,2,580.0,15,986.0
I002687,O01297,P037,1,240.0,0,240.0
I002688,O01298,P014,1,960.0,0,960.0
I002689,O01298,P067,3,360.0,0,1080.0
I002690,O01299,P057,1,2740.0,0,2740.0
I002691,O01300,P060,1,1280.0,5,1216.0
I002692,O01300,P010,1,13590.0,0,13590.0
I002693,O01300,P043,1,8050.0,5,7647.5
I002694,O01300,P047,1,9730.0,15,8270.5
I002695,O01301,P034,1,680.0,0,680.0
I002696,O01302,P050,2,2590.0,5,4921.0
I002697,O01303,P017,1,2040.0,15,1734.0
I002698,O01304,P003,1,38100.0,0,38100.0
I002699,O01304,P067,2,360.0,10,648.0
I002700,O01305,P037,3,240.0,0,720.0
I002701,O01305,P066,2,2310.0,5,4389.0
I002702,O01306,P009,1,44390.0,5,42170.5
I002703,O01306,P068,1,3150.0,20,2520.0
I002704,O01307,P042,2,10580.0,10,19044.0
I002705,O01307,P056,1,2020.0,10,1818.0
I002706,O01307,P040,2,520.0,5,988.0
I002707,O01308,P008,3,62000.0,0,186000.0
I002708,O01309,P051,1,540.0,0,540.0
I002709,O01310,P065,2,4820.0,5,9158.0
I002710,O01311,P054,1,1370.0,0,1370.0
I002711,O01311,P059,1,3330.0,0,3330.0
I002712,O01312,P018,2,4020.0,5,7638.0
I002713,O01313,P025,1,300.0,5,285.0
I002714,O01314,P040,1,520.0,20,416.0
I002715,O01315,P047,2,9730.0,0,19460.0
I002716,O01315,P022,1,9870.0,0,9870.0
I002717,O01316,P030,3,6280.0,10,16956.0
I002718,O01316,P007,2,68270.0,15,116059.0
I002719,O01317,P070,2,1890.0,10,3402.0
I002720,O01318,P058,1,2360.0,0,2360.0
I002721,O01319,P066,2,2310.0,15,3927.0
I002722,O01320,P038,1,650.0,0,650.0
I002723,O01321,P017,1,2040.0,5,1938.0
I002724,O01322,P039,1,280.0,0,280.0
I002725,O01322,P019,1,490.0,0,490.0
I002726,O01323,P022,1,9870.0,5,9376.5
I002727,O01324,P070,2,1890.0,0,3780.0
I002728,O01325,P027,1,2530.0,10,2277.0
I002729,O01325,P069,2,200.0,0,400.0
I002730,O01325,P061,1,4830.0,0,4830.0
I002731,O01326,P002,1,30040.0,10,27036.0
I002732,O01326,P067,1,360.0,0,360.0
I002733,O01326,P059,1,3330.0,0,3330.0
I002734,O01326,P041,2,7420.0,0,14840.0
I002735,O01327,P050,2,2590.0,5,4921.0
I002736,O01327,P033,3,420.0,5,1197.0
I002737,O01328,P051,1,540.0,5,513.0
I002738,O01328,P056,3,2020.0,5,5757.0
I002739,O01328,P031,1,230.0,10,207.0
I002740,O01328,P068,1,3150.0,0,3150.0
I002741,O01328,P062,1,2460.0,10,2214.0
I002742,O01329,P020,2,2750.0,5,5225.0
I002743,O01330,P051,2,540.0,0,1080.0
I002744,O01330,P056,2,2020.0,20,3232.0
I002745,O01331,P010,2,13590.0,15,23103.0
I002746,O01331,P025,1,300.0,0,300.0
I002747,O01332,P015,2,3400.0,5,6460.0
I002748,O01333,P007,1,68270.0,0,68270.0
I002749,O01334,P050,1,2590.0,15,2201.5
I002750,O01335,P007,1,68270.0,10,61443.0
I002751,O01335,P038,1,650.0,10,585.0
I002752,O01336,P060,1,1280.0,20,1024.0
I002753,O01336,P003,1,38100.0,0,38100.0
I002754,O01337,P001,2,21200.0,10,38160.0
I002755,O01337,P062,1,2460.0,0,2460.0
I002756,O01338,P025,3,300.0,0,900.0
I002757,O01339,P036,1,760.0,20,608.0
I002758,O01340,P043,1,8050.0,10,7245.0
I002759,O01341,P010,1,13590.0,15,11551.5
I002760,O01342,P050,1,2590.0,10,2331.0
I002761,O01343,P066,2,2310.0,0,4620.0
I002762,O01343,P040,1,520.0,5,494.0
I002763,O01344,P025,1,300.0,0,300.0
I002764,O01345,P002,1,30040.0,0,30040.0
I002765,O01345,P010,1,13590.0,0,13590.0
I002766,O01345,P060,1,1280.0,10,1152.0
I002767,O01346,P030,1,6280.0,15,5338.0
I002768,O01346,P036,2,760.0,0,1520.0
I002769,O01347,P010,1,13590.0,0,13590.0
I002770,O01347,P003,1,38100.0,10,34290.0
I002771,O01348,P042,1,10580.0,10,9522.0
I002772,O01349,P057,1,2740.0,15,2329.0
I002773,O01350,P049,2,1370.0,15,2329.0
I002774,O01350,P030,2,6280.0,0,12560.0
I002775,O01351,P049,1,1370.0,15,1164.5
I002776,O01351,P037,1,240.0,0,240.0
I002777,O01352,P054,1,1370.0,0,1370.0
I002778,O01353,P035,1,580.0,10,522.0
I002779,O01354,P050,1,2590.0,10,2331.0
I002780,O01355,P025,1,300.0,20,240.0
I002781,O01355,P056,1,2020.0,5,1919.0
I002782,O01356,P027,1,2530.0,0,2530.0
I002783,O01356,P052,2,1210.0,10,2178.0
I002784,O01356,P024,2,13040.0,0,26080.0
I002785,O01356,P055,1,1530.0,0,1530.0
I002786,O01356,P056,1,2020.0,0,2020.0
I002787,O01357,P051,2,540.0,10,972.0
I002788,O01357,P011,1,1670.0,0,1670.0
I002789,O01357,P034,2,680.0,15,1156.0
I002790,O01357,P031,1,230.0,20,184.0
I002791,O01358,P045,2,4700.0,0,9400.0
I002792,O01358,P012,1,2010.0,5,1909.5
I002793,O01358,P009,1,44390.0,20,35512.0
I002794,O01359,P020,1,2750.0,10,2475.0
I002795,O01359,P003,1,38100.0,0,38100.0
I002796,O01360,P051,2,540.0,0,1080.0
I002797,O01361,P023,2,14600.0,0,29200.0
I002798,O01361,P070,2,1890.0,15,3213.0
I002799,O01362,P037,1,240.0,15,204.0
I002800,O01362,P041,1,7420.0,0,7420.0
I002801,O01363,P040,1,520.0,0,520.0
I002802,O01363,P023,1,14600.0,20,11680.0
I002803,O01364,P050,3,2590.0,15,6604.5
I002804,O01364,P060,1,1280.0,5,1216.0
I002805,O01364,P004,2,10490.0,0,20980.0
I002806,O01365,P040,2,520.0,10,936.0
I002807,O01365,P031,1,230.0,0,230.0
I002808,O01365,P055,2,1530.0,0,3060.0
I002809,O01365,P059,1,3330.0,15,2830.5
I002810,O01366,P067,2,360.0,5,684.0
I002811,O01366,P061,1,4830.0,10,4347.0
I002812,O01367,P042,1,10580.0,20,8464.0
I002813,O01368,P059,2,3330.0,10,5994.0
I002814,O01368,P024,1,13040.0,10,11736.0
I002815,O01368,P017,1,2040.0,15,1734.0
I002816,O01368,P061,1,4830.0,10,4347.0
I002817,O01369,P001,1,21200.0,0,21200.0
I002818,O01369,P056,1,2020.0,5,1919.0
I002819,O01370,P004,1,10490.0,0,10490.0
I002820,O01370,P008,2,62000.0,20,99200.0
I002821,O01370,P049,1,1370.0,5,1301.5
I002822,O01371,P032,1,220.0,0,220.0
I002823,O01372,P030,1,6280.0,5,5966.0
I002824,O01373,P019,1,490.0,5,465.5
I002825,O01373,P013,1,4090.0,5,3885.5
I002826,O01373,P002,2,30040.0,0,60080.0
I002827,O01374,P006,2,59220.0,20,94752.0
I002828,O01374,P069,3,200.0,15,510.0
I002829,O01375,P062,2,2460.0,0,4920.0
I002830,O01376,P036,1,760.0,10,684.0
I002831,O01376,P005,1,68980.0,0,68980.0
I002832,O01377,P049,1,1370.0,5,1301.5
I002833,O01378,P054,1,1370.0,5,1301.5
I002834,O01378,P019,2,490.0,10,882.0
I002835,O01378,P040,3,520.0,15,1326.0
I002836,O01379,P017,2,2040.0,0,4080.0
I002837,O01380,P003,1,38100.0,15,32385.0
I002838,O01381,P069,1,200.0,10,180.0
I002839,O01381,P034,1,680.0,0,680.0
I002840,O01382,P015,1,3400.0,0,3400.0
I002841,O01382,P070,1,1890.0,5,1795.5
I002842,O01383,P045,3,4700.0,10,12690.0
I002843,O01383,P018,1,4020.0,0,4020.0
I002844,O01384,P068,3,3150.0,5,8977.5
I002845,O01384,P026,1,1340.0,15,1139.0
I002846,O01385,P044,1,10800.0,10,9720.0
I002847,O01385,P029,2,7290.0,10,13122.0
I002848,O01386,P022,2,9870.0,5,18753.0
I002849,O01387,P040,1,520.0,0,520.0
I002850,O01388,P022,2,9870.0,20,15792.0
I002851,O01388,P063,2,1260.0,0,2520.0
I002852,O01388,P065,2,4820.0,15,8194.0
I002853,O01389,P032,1,220.0,5,209.0
I002854,O01389,P006,3,59220.0,5,168777.0
I002855,O01389,P028,1,6340.0,20,5072.0
I002856,O01389,P039,1,280.0,0,280.0
I002857,O01389,P009,1,44390.0,10,39951.0
I002858,O01390,P012,1,2010.0,20,1608.0
I002859,O01391,P058,1,2360.0,0,2360.0
I002860,O01391,P031,1,230.0,20,184.0
I002861,O01392,P010,2,13590.0,0,27180.0
I002862,O01393,P046,1,11290.0,0,11290.0
I002863,O01393,P007,1,68270.0,10,61443.0
I002864,O01393,P024,1,13040.0,5,12388.0
I002865,O01393,P008,2,62000.0,0,124000.0
I002866,O01394,P019,1,490.0,0,490.0
I002867,O01395,P070,3,1890.0,0,5670.0
I002868,O01395,P057,1,2740.0,15,2329.0
I002869,O01396,P002,1,30040.0,5,28538.0
I002870,O01397,P017,2,2040.0,10,3672.0
I002871,O01398,P053,1,2110.0,5,2004.5
I002872,O01398,P067,1,360.0,0,360.0
I002873,O01398,P019,1,490.0,20,392.0
I002874,O01399,P005,1,68980.0,10,62082.0
I002875,O01399,P049,2,1370.0,0,2740.0
I002876,O01400,P010,1,13590.0,0,13590.0
I002877,O01401,P009,2,44390.0,0,88780.0
I002878,O01401,P013,1,4090.0,5,3885.5
I002879,O01401,P034,1,680.0,0,680.0
I002880,O01401,P008,1,62000.0,10,55800.0
I002881,O01401,P019,2,490.0,0,980.0
I002882,O01402,P016,1,490.0,5,465.5
I002883,O01402,P070,1,1890.0,5,1795.5
I002884,O01403,P048,1,1950.0,15,1657.5
I002885,O01403,P065,1,4820.0,5,4579.0
I002886,O01404,P008,1,62000.0,5,58900.0
I002887,O01404,P049,2,1370.0,10,2466.0
I002888,O01405,P033,2,420.0,5,798.0
I002889,O01405,P027,1,2530.0,5,2403.5
I002890,O01405,P045,1,4700.0,0,4700.0
I002891,O01406,P012,2,2010.0,0,4020.0
I002892,O01407,P031,1,230.0,0,230.0
I002893,O01408,P050,1,2590.0,20,2072.0
I002894,O01408,P040,1,520.0,15,442.0
I002895,O01408,P023,1,14600.0,5,13870.0
I002896,O01408,P007,3,68270.0,5,194569.5
I002897,O01409,P032,1,220.0,10,198.0
I002898,O01410,P028,2,6340.0,20,10144.0
I002899,O01410,P056,1,2020.0,5,1919.0
I002900,O01411,P042,1,10580.0,0,10580.0
I002901,O01412,P026,2,1340.0,0,2680.0
I002902,O01412,P059,1,3330.0,0,3330.0
I002903,O01413,P045,1,4700.0,0,4700.0
I002904,O01413,P011,1,1670.0,5,1586.5
I002905,O01413,P018,1,4020.0,15,3417.0
I002906,O01414,P041,1,7420.0,10,6678.0
I002907,O01415,P053,1,2110.0,0,2110.0
I002908,O01416,P048,1,1950.0,0,1950.0
I002909,O01416,P037,1,240.0,20,192.0
I002910,O01416,P042,1,10580.0,5,10051.0
I002911,O01417,P053,2,2110.0,15,3587.0
I002912,O01417,P048,1,1950.0,15,1657.5
I002913,O01418,P058,1,2360.0,0,2360.0
I002914,O01419,P020,2,2750.0,5,5225.0
I002915,O01419,P016,2,490.0,5,931.0
I002916,O01420,P063,1,1260.0,10,1134.0
I002917,O01420,P047,1,9730.0,20,7784.0
I002918,O01420,P024,1,13040.0,5,12388.0
I002919,O01420,P012,2,2010.0,0,4020.0
I002920,O01420,P062,2,2460.0,0,4920.0
I002921,O01421,P022,1,9870.0,0,9870.0
I002922,O01421,P032,1,220.0,10,198.0
I002923,O01422,P066,1,2310.0,0,2310.0
I002924,O01422,P043,3,8050.0,20,19320.0
I002925,O01423,P056,1,2020.0,20,1616.0
I002926,O01424,P046,3,11290.0,10,30483.0
I002927,O01424,P048,3,1950.0,5,5557.5
I002928,O01425,P028,1,6340.0,0,6340.0
I002929,O01425,P033,1,420.0,0,420.0
I002930,O01426,P011,2,1670.0,20,2672.0
I002931,O01426,P045,1,4700.0,0,4700.0
I002932,O01426,P019,2,490.0,5,931.0
I002933,O01426,P007,2,68270.0,10,122886.0
I002934,O01427,P008,2,62000.0,0,124000.0
I002935,O01428,P031,1,230.0,0,230.0
I002936,O01429,P013,1,4090.0,10,3681.0
I002937,O01429,P047,1,9730.0,20,7784.0
I002938,O01429,P069,1,200.0,5,190.0
I002939,O01430,P060,1,1280.0,0,1280.0
I002940,O01430,P052,1,1210.0,0,1210.0
I002941,O01430,P043,2,8050.0,20,12880.0
I002942,O01431,P016,1,490.0,5,465.5
I002943,O01431,P063,1,1260.0,15,1071.0
I002944,O01432,P022,1,9870.0,15,8389.5
I002945,O01432,P010,1,13590.0,5,12910.5
I002946,O01432,P056,1,2020.0,10,1818.0
I002947,O01433,P049,1,1370.0,10,1233.0
I002948,O01434,P063,1,1260.0,15,1071.0
I002949,O01434,P029,2,7290.0,0,14580.0
I002950,O01434,P050,2,2590.0,0,5180.0
I002951,O01434,P064,1,4670.0,0,4670.0
I002952,O01435,P005,2,68980.0,0,137960.0
I002953,O01435,P040,1,520.0,0,520.0
I002954,O01436,P030,1,6280.0,15,5338.0
I002955,O01437,P070,1,1890.0,10,1701.0
I002956,O01437,P066,2,2310.0,10,4158.0
I002957,O01437,P036,2,760.0,0,1520.0
I002958,O01437,P063,3,1260.0,5,3591.0
I002959,O01437,P062,2,2460.0,5,4674.0
I002960,O01438,P008,1,62000.0,0,62000.0
I002961,O01439,P031,1,230.0,20,184.0
I002962,O01439,P023,1,14600.0,20,11680.0
I002963,O01439,P051,1,540.0,20,432.0
I002964,O01439,P020,1,2750.0,10,2475.0
I002965,O01440,P049,1,1370.0,20,1096.0
I002966,O01441,P064,1,4670.0,10,4203.0
I002967,O01442,P059,1,3330.0,10,2997.0
I002968,O01442,P044,2,10800.0,10,19440.0
I002969,O01442,P051,1,540.0,0,540.0
I002970,O01442,P040,1,520.0,0,520.0
I002971,O01443,P012,1,2010.0,20,1608.0
I002972,O01443,P004,1,10490.0,5,9965.5
I002973,O01444,P019,1,490.0,0,490.0
I002974,O01444,P005,2,68980.0,0,137960.0
I002975,O01444,P025,1,300.0,0,300.0
I002976,O01445,P034,1,680.0,0,680.0
I002977,O01446,P050,1,2590.0,10,2331.0
I002978,O01447,P059,2,3330.0,0,6660.0
I002979,O01447,P014,3,960.0,0,2880.0
I002980,O01448,P024,3,13040.0,10,35208.0
I002981,O01449,P052,1,1210.0,20,968.0
I002982,O01450,P024,2,13040.0,10,23472.0
I002983,O01450,P008,1,62000.0,0,62000.0
I002984,O01451,P041,1,7420.0,0,7420.0
I002985,O01451,P003,1,38100.0,0,38100.0
I002986,O01451,P002,2,30040.0,15,51068.0
I002987,O01451,P007,1,68270.0,0,68270.0
I002988,O01452,P008,2,62000.0,5,117800.0
I002989,O01452,P066,1,2310.0,15,1963.5
I002990,O01453,P017,2,2040.0,10,3672.0
I002991,O01454,P032,2,220.0,10,396.0
I002992,O01455,P052,2,1210.0,20,1936.0
I002993,O01455,P008,2,62000.0,5,117800.0
I002994,O01455,P042,1,10580.0,0,10580.0
I002995,O01455,P050,2,2590.0,15,4403.0
I002996,O01455,P039,1,280.0,15,238.0
I002997,O01456,P009,1,44390.0,0,44390.0
I002998,O01456,P021,1,8640.0,15,7344.0
I002999,O01456,P067,3,360.0,0,1080.0
I003000,O01456,P054,1,1370.0,0,1370.0
I003001,O01457,P033,1,420.0,10,378.0
I003002,O01458,P065,1,4820.0,5,4579.0
I003003,O01459,P035,1,580.0,20,464.0
I003004,O01459,P070,1,1890.0,20,1512.0
I003005,O01459,P033,1,420.0,15,357.0
I003006,O01460,P043,2,8050.0,0,16100.0
I003007,O01460,P028,2,6340.0,20,10144.0
I003008,O01461,P002,3,30040.0,5,85614.0
I003009,O01462,P054,1,1370.0,15,1164.5
I003010,O01463,P044,1,10800.0,0,10800.0
I003011,O01463,P032,1,220.0,0,220.0
I003012,O01463,P015,1,3400.0,0,3400.0
I003013,O01464,P047,1,9730.0,0,9730.0
I003014,O01465,P025,1,300.0,5,285.0
I003015,O01465,P035,2,580.0,15,986.0
I003016,O01466,P002,1,30040.0,0,30040.0
I003017,O01466,P017,1,2040.0,0,2040.0
I003018,O01466,P043,1,8050.0,0,8050.0
I003019,O01466,P060,1,1280.0,0,1280.0
I003020,O01466,P065,2,4820.0,15,8194.0
I003021,O01467,P062,1,2460.0,0,2460.0
I003022,O01468,P012,1,2010.0,5,1909.5
I003023,O01468,P032,1,220.0,5,209.0
I003024,O01469,P030,3,6280.0,20,15072.0
I003025,O01469,P062,1,2460.0,0,2460.0
I003026,O01469,P018,1,4020.0,5,3819.0
I003027,O01469,P055,1,1530.0,10,1377.0
I003028,O01469,P020,2,2750.0,20,4400.0
I003029,O01470,P036,1,760.0,0,760.0
I003030,O01470,P065,1,4820.0,0,4820.0
I003031,O01470,P059,2,3330.0,0,6660.0
I003032,O01470,P048,1,1950.0,20,1560.0
I003033,O01471,P027,1,2530.0,10,2277.0
I003034,O01472,P034,2,680.0,0,1360.0
I003035,O01473,P021,2,8640.0,10,15552.0
I003036,O01474,P030,2,6280.0,5,11932.0
I003037,O01474,P020,1,2750.0,0,2750.0
I003038,O01474,P046,1,11290.0,0,11290.0
I003039,O01475,P065,2,4820.0,10,8676.0
I003040,O01475,P020,1,2750.0,10,2475.0
I003041,O01475,P049,2,1370.0,0,2740.0
I003042,O01476,P018,2,4020.0,0,8040.0
I003043,O01476,P061,2,4830.0,0,9660.0
I003044,O01476,P001,2,21200.0,15,36040.0
I003045,O01477,P066,2,2310.0,5,4389.0
I003046,O01478,P041,1,7420.0,0,7420.0
I003047,O01478,P032,2,220.0,10,396.0
I003048,O01479,P047,1,9730.0,20,7784.0
I003049,O01480,P061,3,4830.0,10,13041.0
I003050,O01481,P002,1,30040.0,0,30040.0
I003051,O01482,P047,3,9730.0,0,29190.0
I003052,O01482,P066,2,2310.0,10,4158.0
I003053,O01483,P028,1,6340.0,0,6340.0
I003054,O01483,P060,1,1280.0,5,1216.0
I003055,O01484,P056,2,2020.0,15,3434.0
I003056,O01485,P012,1,2010.0,0,2010.0
I003057,O01486,P037,1,240.0,0,240.0
I003058,O01487,P028,1,6340.0,10,5706.0
I003059,O01487,P003,1,38100.0,0,38100.0
I003060,O01487,P040,2,520.0,10,936.0
I003061,O01487,P069,1,200.0,0,200.0
I003062,O01487,P038,1,650.0,15,552.5
I003063,O01488,P037,2,240.0,10,432.0
I003064,O01488,P060,3,1280.0,10,3456.0
I003065,O01489,P042,1,10580.0,5,10051.0
I003066,O01489,P038,1,650.0,0,650.0
I003067,O01489,P010,1,13590.0,10,12231.0
I003068,O01490,P035,1,580.0,0,580.0
I003069,O01491,P003,1,38100.0,0,38100.0
I003070,O01492,P056,1,2020.0,20,1616.0
I003071,O01493,P051,2,540.0,0,1080.0
I003072,O01494,P015,2,3400.0,15,5780.0
I003073,O01495,P055,1,1530.0,0,1530.0
I003074,O01495,P024,1,13040.0,5,12388.0
I003075,O01496,P018,1,4020.0,0,4020.0
I003076,O01496,P004,3,10490.0,5,29896.5
I003077,O01497,P069,1,200.0,0,200.0
I003078,O01497,P058,3,2360.0,15,6018.0
I003079,O01497,P002,2,30040.0,0,60080.0
I003080,O01497,P004,3,10490.0,20,25176.0
I003081,O01498,P004,1,10490.0,0,10490.0
I003082,O01498,P070,1,1890.0,10,1701.0
I003083,O01499,P026,2,1340.0,0,2680.0
I003084,O01499,P055,1,1530.0,0,1530.0
I003085,O01500,P004,1,10490.0,20,8392.0
I003086,O01501,P046,1,11290.0,10,10161.0
I003087,O01501,P029,1,7290.0,0,7290.0
I003088,O01502,P027,3,2530.0,5,7210.5
I003089,O01502,P053,2,2110.0,5,4009.0
I003090,O01502,P069,1,200.0,10,180.0
I003091,O01502,P067,1,360.0,0,360.0
I003092,O01503,P048,1,1950.0,0,1950.0
I003093,O01504,P055,2,1530.0,5,2907.0
I003094,O01505,P013,2,4090.0,5,7771.0
I003095,O01505,P022,1,9870.0,0,9870.0
I003096,O01505,P055,2,1530.0,10,2754.0
I003097,O01506,P045,3,4700.0,5,13395.0
I003098,O01507,P050,2,2590.0,10,4662.0
I003099,O01507,P037,1,240.0,0,240.0
I003100,O01508,P056,1,2020.0,0,2020.0
I003101,O01509,P002,1,30040.0,0,30040.0
I003102,O01510,P005,3,68980.0,20,165552.0
I003103,O01511,P006,2,59220.0,0,118440.0
I003104,O01512,P010,1,13590.0,5,12910.5
I003105,O01512,P065,2,4820.0,5,9158.0
I003106,O01512,P047,1,9730.0,0,9730.0
I003107,O01512,P013,1,4090.0,0,4090.0
I003108,O01513,P005,1,68980.0,15,58633.0
I003109,O01513,P016,3,490.0,20,1176.0
I003110,O01514,P033,1,420.0,0,420.0
I003111,O01515,P007,1,68270.0,20,54616.0
I003112,O01515,P021,1,8640.0,5,8208.0
I003113,O01516,P030,1,6280.0,0,6280.0
I003114,O01517,P023,1,14600.0,0,14600.0
I003115,O01518,P012,1,2010.0,10,1809.0
I003116,O01518,P039,2,280.0,15,476.0
I003117,O01518,P038,1,650.0,0,650.0
I003118,O01518,P013,1,4090.0,0,4090.0
I003119,O01519,P065,1,4820.0,0,4820.0
I003120,O01520,P007,2,68270.0,10,122886.0
I003121,O01520,P052,1,1210.0,5,1149.5
I003122,O01521,P018,1,4020.0,15,3417.0
I003123,O01521,P011,1,1670.0,5,1586.5
I003124,O01522,P015,1,3400.0,5,3230.0
I003125,O01522,P043,3,8050.0,5,22942.5
I003126,O01522,P057,1,2740.0,0,2740.0
I003127,O01522,P022,2,9870.0,10,17766.0
I003128,O01522,P033,1,420.0,0,420.0
I003129,O01523,P044,1,10800.0,15,9180.0
I003130,O01523,P008,3,62000.0,5,176700.0
I003131,O01524,P017,2,2040.0,15,3468.0
I003132,O01525,P069,2,200.0,5,380.0
I003133,O01525,P038,1,650.0,0,650.0
I003134,O01526,P056,1,2020.0,10,1818.0
I003135,O01526,P041,1,7420.0,15,6307.0
I003136,O01527,P070,1,1890.0,10,1701.0
I003137,O01527,P038,2,650.0,5,1235.0
I003138,O01527,P033,1,420.0,15,357.0
I003139,O01528,P049,1,1370.0,0,1370.0
I003140,O01529,P069,1,200.0,0,200.0
I003141,O01530,P054,1,1370.0,0,1370.0
I003142,O01530,P036,2,760.0,5,1444.0
I003143,O01530,P060,2,1280.0,0,2560.0
I003144,O01530,P001,1,21200.0,20,16960.0
I003145,O01531,P062,3,2460.0,5,7011.0
I003146,O01532,P015,1,3400.0,5,3230.0
I003147,O01533,P057,1,2740.0,0,2740.0
I003148,O01534,P007,1,68270.0,15,58029.5
I003149,O01535,P052,2,1210.0,0,2420.0
I003150,O01535,P065,2,4820.0,0,9640.0
I003151,O01536,P040,1,520.0,0,520.0
I003152,O01536,P010,1,13590.0,0,13590.0
I003153,O01537,P063,1,1260.0,0,1260.0
I003154,O01537,P001,1,21200.0,15,18020.0
I003155,O01537,P044,1,10800.0,0,10800.0
I003156,O01538,P025,1,300.0,10,270.0
I003157,O01538,P003,1,38100.0,10,34290.0
I003158,O01539,P041,1,7420.0,0,7420.0
I003159,O01539,P017,1,2040.0,15,1734.0
I003160,O01540,P052,1,1210.0,0,1210.0
I003161,O01540,P015,1,3400.0,10,3060.0
I003162,O01541,P053,1,2110.0,0,2110.0
I003163,O01542,P058,1,2360.0,10,2124.0
I003164,O01542,P061,2,4830.0,5,9177.0
I003165,O01542,P044,1,10800.0,0,10800.0
I003166,O01542,P008,1,62000.0,5,58900.0
I003167,O01542,P012,2,2010.0,0,4020.0
I003168,O01543,P026,1,1340.0,5,1273.0
I003169,O01544,P067,1,360.0,10,324.0
I003170,O01544,P018,1,4020.0,0,4020.0
I003171,O01544,P007,2,68270.0,0,136540.0
I003172,O01544,P022,1,9870.0,20,7896.0
I003173,O01544,P066,1,2310.0,15,1963.5
I003174,O01545,P031,1,230.0,0,230.0
I003175,O01545,P035,2,580.0,0,1160.0
I003176,O01545,P044,1,10800.0,0,10800.0
I003177,O01545,P045,1,4700.0,5,4465.0
I003178,O01545,P064,1,4670.0,0,4670.0
I003179,O01546,P068,1,3150.0,0,3150.0
I003180,O01546,P064,2,4670.0,0,9340.0
I003181,O01547,P051,1,540.0,0,540.0
I003182,O01547,P035,1,580.0,5,551.0
I003183,O01547,P044,1,10800.0,15,9180.0
I003184,O01548,P016,1,490.0,0,490.0
I003185,O01548,P011,2,1670.0,5,3173.0
I003186,O01549,P020,1,2750.0,10,2475.0
I003187,O01550,P010,1,13590.0,5,12910.5
